symptoms,disease,dos,donts,severity
"body_ache, chest_pain, chills, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, skin_rash, sneezing",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, itching, joint_pain, loss_appetite, runny_nose, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, diarrhea, fatigue, fever, headache, joint_pain, skin_rash, sore_throat",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chest_pain, chills, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, dizziness, fever, headache, joint_pain, skin_rash, vomiting",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fatigue, fever, headache, joint_pain, skin_rash, sneezing",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chest_pain, chills, fever, headache, joint_pain, runny_nose, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, cough, fever, headache, joint_pain, skin_rash, sore_throat",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, diarrhea, fever, headache, joint_pain, skin_rash, sore_throat",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, cough, diarrhea, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, diarrhea, dizziness, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, diarrhea, fever, headache, itching, joint_pain, skin_rash, vomiting",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, diarrhea, fatigue, fever, headache, joint_pain, nausea, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, diarrhea, fever, headache, joint_pain, nausea, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, cough, fever, headache, itching, joint_pain, loss_appetite, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, diarrhea, dizziness, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, loss_appetite, skin_rash, sneezing, vomiting",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, dizziness, fatigue, fever, headache, joint_pain, runny_nose, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fatigue, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, cough, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, cough, fever, headache, joint_pain, runny_nose, skin_rash, sore_throat",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, diarrhea, fever, headache, joint_pain, runny_nose, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, dizziness, fatigue, headache, joint_pain, loss_appetite, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, loss_appetite, nausea, shortness_breath",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, loss_appetite, nausea, skin_rash",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea, shortness_breath, sneezing",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, cough, dizziness, fatigue, headache, nausea, shortness_breath",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea, shortness_breath, sneezing",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chills, cough, dizziness, fatigue, headache, nausea, shortness_breath",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, muscle_pain, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea, sneezing",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, diarrhea, dizziness, fatigue, headache, itching, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chills, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chills, dizziness, fatigue, headache, joint_pain, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chest_pain, dizziness, fatigue, headache, muscle_pain, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chest_pain, dizziness, fatigue, headache, muscle_pain, nausea, skin_rash",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chills, dizziness, fatigue, headache, nausea, runny_nose",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, diarrhea, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chest_pain, cough, dizziness, fatigue, fever, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chills, cough, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, cough, dizziness, fatigue, fever, headache, nausea, vomiting",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea, sore_throat",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea, sore_throat, vomiting",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chills, dizziness, fatigue, headache, nausea, skin_rash",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, loss_appetite, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chills, dizziness, fatigue, fever, headache, nausea, sore_throat",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chest_pain, cough, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, muscle_pain, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea, skin_rash, vomiting",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, muscle_pain, nausea, sore_throat",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, cough, dizziness, fatigue, headache, nausea, vomiting",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea, shortness_breath, vomiting",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chest_pain, dizziness, fatigue, headache, itching, nausea, vomiting",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chills, cough, dizziness, fatigue, headache, muscle_pain, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
"body_ache, chest_pain, dizziness, fatigue, headache, nausea",Migraine,Rest in quiet dark place|Take prescribed medication|Stay hydrated|Apply warm compress|Manage stress,Avoid triggers|Avoid bright lights|Avoid loud noise|Avoid skipping meals|Dont ignore symptoms,Medium
